"Observation_ID","mukey","cokey","drainagecl","comppct_r","compname","taxclname","taxsubgrp","sand050","sand150","rockdepth","comppct_l","comppct_h","compkind","majcompflag","otherph","localphase","slope_l","slope_r","slope_h","slopelenusle_l","slopelenusle_r","slopelenusle_h","runoff","tfact","wei","weg","erocl","earthcovkind1","earthcovkind2","hydricon","hydricrating","elev_l","elev_r","elev_h","aspectccwise","aspectrep","aspectcwise","geomdesc","albedodry_l","albedodry_r","albedodry_h","airtempa_l","airtempa_r","airtempa_h","map_l","map_r","map_h","reannualprecip_l","reannualprecip_r","reannualprecip_h","ffd_l","ffd_r","ffd_h","nirrcapcl","nirrcapscl","nirrcapunit","irrcapcl","irrcapscl","irrcapunit","cropprodindex","constreeshrubgrp","wndbrksuitgrp","rsprod_l","rsprod_r","rsprod_h","foragesuitgrpid","wlgrain","wlgrass","wlherbaceous","wlshrub","wlconiferous","wlhardwood","wlwetplant","wlshallowwat","wlrangeland","wlopenland","wlwoodland","wlwetland","soilslippot","frostact","initsub_l","initsub_r","initsub_h","totalsub_l","totalsub_r","totalsub_h","hydgrp","corcon","corsteel","taxorder","taxsuborder","taxgrtgroup","taxpartsize","taxpartsizemod","taxceactcl","taxreaction","taxtempcl","taxmoistscl","taxtempregime","soiltaxedition","castorieindex","flecolcomnum","flhe","flphe","flsoilleachpot","flsoirunoffpot","fltemik2use","fltriumph2use","indraingrp","innitrateleachi","misoimgmtgrp","vasoimgtgrp","pmkind","pmorigin","landform","mntn","hill","trce","flats","shapeacross","shapedown","slopeshape","hillslopeprof","areasymbol","lkey","musym","muname","mukind","mustatus","invesintens","muacres","farmlndcl","flood","pH50","carbdepth","ocean","lake","wet","moist","dry","mucky","sandy","rock","coastal","salty","dysic","calcareous","euic"
"GRR.GJS.2017.3",186367,"21071177","Somewhat poorly drained",95,"Ceresco","Coarse-loamy, mixed, superactive, mesic Fluvaquentic Hapludolls","Fluvaquentic Hapludolls",65.7000007629395,66.4333356221517,500,NA,NA,"Series","Yes","MAAT<50",NA,0,1,2,22,33,45,"Very low",5,86,"3",NA,NA,NA,NA,"No",183,244,305,NA,NA,NA,"flood plains",NA,0.230000004172325,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,3,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,NA,NA,NA,"A/D","Low","High","Mollisols","Udolls","Hapludolls","coarse-loamy",NA,"superactive","not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"L-2c",NA,"Alluvium",NA,"flood plains",NA,NA,NA,"Rise","Linear","Linear","LL",NA,"MI037","11609","Ce","Ceresco fine sandy loam","Consociation",NA,"Order 2",1504,"Prime farmland if drained",1,7,NA,781335.287419449,75766.0243802056,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2021.8",3117300,"21071410","Somewhat poorly drained",85,"Conover","Fine-loamy, mixed, active, mesic Aquic Hapludalfs","Aquic Hapludalfs",42.5,37.94,500,70,90,"Series","Yes",NA,NA,0,2,4,30,91,91,"Medium",4,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",182,238,293,NA,NA,NA,"end moraines on till plains, ground moraines on till plains",NA,0.370000004768372,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,2,"w",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Low","High","Alfisols","Udalfs","Hapludalfs","fine-loamy","not used","active","not used","mesic","Aquic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5b",NA,"Till",NA,"ground moraines",NA,"Base Slope and Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Concave and Convex and Linear","Linear","LC and LL and LV","Backslope and Footslope and Shoulder","MI037","11609","CvraaB","Conover loam, 0 to 4 percent slopes","Consociation",NA,"Order 2",77842,"Prime farmland if drained",0,6.84999990463257,50,770303.511226148,91473.0092463871,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2021.7",186395,"21071373","Poorly drained",92,"Parkhill","Fine-loamy, mixed, semiactive, nonacid, mesic Mollic Endoaquepts","Mollic Endoaquepts",43.38,42.46,500,85,100,"Taxadjunct","Yes",NA,"non dense till subsoil",0,1,2,30,61,91,"Negligible",5,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",207,247.399993896484,287,NA,NA,NA,"depressions on till plains, drainageways on till plains, depressions on moraines on till plains, drainageways on moraines on till plains",NA,0.170000001788139,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"C/D","Low","High","Inceptisols","Aquepts","Endoaquepts","fine-loamy","not used","semiactive","nonacid","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5c",NA,"Till",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Concave and Linear","Concave and Linear","CC and CL and LL","Toeslope","MI037","11609","Pr","Parkhill loam, non dense till subsoil, 0 to 2 percent slopes","Consociation",NA,"Order 2",31775,"Prime farmland if drained",0,7.11600014686584,77,794586.534875376,98831.0326138529,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2019.7",186399,"21071215","Poorly drained",90,"Sims","Fine, mixed, nonacid, mesic Mollic Haplaquepts","Mollic Haplaquepts",22.183999786377,17.6679997952779,500,NA,NA,"Series","Yes","UNDRAINED",NA,0,1,2,30,60,90,"Medium",5,48,"5",NA,NA,NA,"Wooded under natural conditions","Yes",183,244,305,NA,NA,NA,"depressions, till plains",NA,0.159999996423721,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,5,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,NA,NA,NA,"C/D","Low","High","Inceptisols","Aquepts","Haplaquepts","fine",NA,NA,"nonacid","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"1.5c",NA,"Till",NA,"depressions and till plains",NA,NA,NA,"Talf","Linear","Linear","LL",NA,"MI037","11609","Sm","Sims silty clay loam","Consociation",NA,"Order 2",15597,"Prime farmland if drained",0,7.19999980926514,91,800164.556387567,99830.5762587506,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2019.8",186399,"21071215","Poorly drained",90,"Sims","Fine, mixed, nonacid, mesic Mollic Haplaquepts","Mollic Haplaquepts",22.183999786377,17.6679997952779,500,NA,NA,"Series","Yes","UNDRAINED",NA,0,1,2,30,60,90,"Medium",5,48,"5",NA,NA,NA,"Wooded under natural conditions","Yes",183,244,305,NA,NA,NA,"depressions, till plains",NA,0.159999996423721,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,5,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,NA,NA,NA,"C/D","Low","High","Inceptisols","Aquepts","Haplaquepts","fine",NA,NA,"nonacid","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"1.5c",NA,"Till",NA,"depressions and till plains",NA,NA,NA,"Talf","Linear","Linear","LL",NA,"MI037","11609","Sm","Sims silty clay loam","Consociation",NA,"Order 2",15597,"Prime farmland if drained",0,7.19999980926514,91,800287.948975102,99948.5407971539,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2012.36",186372,"21071357","Poorly drained",85,"Gilford","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","Typic Endoaquolls",72.32,82.7866666666667,500,85,100,"Series","Yes",NA,"gravelly subsoil",0,1,2,30,61,91,"Negligible",5,86,"3","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",201,251,301,NA,NA,NA,"glacial drainage channels on outwash plains, glacial drainage channels on till plains",NA,0.159999996423721,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,3,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"A/D","Moderate","High","Mollisols","Aquolls","Endoaquolls","coarse-loamy","not used","superactive","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"4c",NA,"Drift over Outwash",NA,"glacial drainage channels",NA,"Base Slope",NA,NA,"Linear","Linear","LL","Toeslope","MI037","11609","Gf","Gilford sandy loam, 0 to 2 percent slopes, gravelly subsoil","Consociation",NA,"Order 2",6471,"Prime farmland if drained",0,6.18800003051758,89,761715.656908613,103928.541562149,1,0,0,0,1,0,0,0,0,0,1
"GRR.GJS.2012.37",186372,"21071357","Poorly drained",85,"Gilford","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","Typic Endoaquolls",72.32,82.7866666666667,500,85,100,"Series","Yes",NA,"gravelly subsoil",0,1,2,30,61,91,"Negligible",5,86,"3","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",201,251,301,NA,NA,NA,"glacial drainage channels on outwash plains, glacial drainage channels on till plains",NA,0.159999996423721,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,3,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"A/D","Moderate","High","Mollisols","Aquolls","Endoaquolls","coarse-loamy","not used","superactive","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"4c",NA,"Drift over Outwash",NA,"glacial drainage channels",NA,"Base Slope",NA,NA,"Linear","Linear","LL","Toeslope","MI037","11609","Gf","Gilford sandy loam, 0 to 2 percent slopes, gravelly subsoil","Consociation",NA,"Order 2",6471,"Prime farmland if drained",0,6.18800003051758,89,761717.917087739,103849.754508653,1,0,0,0,1,0,0,0,0,0,1
"GRR.GJS.2022.29",186395,"21071373","Poorly drained",92,"Parkhill","Fine-loamy, mixed, semiactive, nonacid, mesic Mollic Endoaquepts","Mollic Endoaquepts",43.38,42.46,500,85,100,"Taxadjunct","Yes",NA,"non dense till subsoil",0,1,2,30,61,91,"Negligible",5,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",207,247.399993896484,287,NA,NA,NA,"depressions on till plains, drainageways on till plains, depressions on moraines on till plains, drainageways on moraines on till plains",NA,0.170000001788139,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"C/D","Low","High","Inceptisols","Aquepts","Endoaquepts","fine-loamy","not used","semiactive","nonacid","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5c",NA,"Till",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Concave and Linear","Concave and Linear","CC and CL and LL","Toeslope","MI037","11609","Pr","Parkhill loam, non dense till subsoil, 0 to 2 percent slopes","Consociation",NA,"Order 2",31775,"Prime farmland if drained",0,7.11600014686584,77,770084.021905317,90882.8385634708,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2022.30",186395,"21071373","Poorly drained",92,"Parkhill","Fine-loamy, mixed, semiactive, nonacid, mesic Mollic Endoaquepts","Mollic Endoaquepts",43.38,42.46,500,85,100,"Taxadjunct","Yes",NA,"non dense till subsoil",0,1,2,30,61,91,"Negligible",5,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",207,247.399993896484,287,NA,NA,NA,"depressions on till plains, drainageways on till plains, depressions on moraines on till plains, drainageways on moraines on till plains",NA,0.170000001788139,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"C/D","Low","High","Inceptisols","Aquepts","Endoaquepts","fine-loamy","not used","semiactive","nonacid","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5c",NA,"Till",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Concave and Linear","Concave and Linear","CC and CL and LL","Toeslope","MI037","11609","Pr","Parkhill loam, non dense till subsoil, 0 to 2 percent slopes","Consociation",NA,"Order 2",31775,"Prime farmland if drained",0,7.11600014686584,77,770056.764100109,90979.8640644555,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2012.4",2689430,"21323063","Excessively drained",85,"Plainfield","Mixed, mesic Spodic Udipsamments","Spodic Udipsamments",93.8,96.7699987792969,500,80,100,"Taxadjunct","Yes",NA,"lake plain",0,2,6,30,91,91,"Very low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",177,201,229,NA,NA,NA,"nearshore zones (relict) on lake plains",NA,0.159999996423721,NA,6,10,11,770,970,1040,NA,NA,NA,140,160,200,4,"s",NA,NA,NA,NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Moderate","Entisols","Psamments","Udipsamments","not used","not used","not used","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5.3a",NA,"Glaciolacustrine deposits",NA,"nearshore zones (relict)",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Convex and Linear","LL and VL","Shoulder and Summit","MI005","11596","PlfabB","Plainfield sand, lake plain, 0 to 6 percent slopes","Consociation",NA,"Order 2",86460,"Not prime farmland",0,4.8,NA,863476.22200172,17213.219446571,0,0,1,0,1,0,0,0,1,0,0
"GRR.GJS.2014.16",2689430,"21323063","Excessively drained",85,"Plainfield","Mixed, mesic Spodic Udipsamments","Spodic Udipsamments",93.8,96.7699987792969,500,80,100,"Taxadjunct","Yes",NA,"lake plain",0,2,6,30,91,91,"Very low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",177,201,229,NA,NA,NA,"nearshore zones (relict) on lake plains",NA,0.159999996423721,NA,6,10,11,770,970,1040,NA,NA,NA,140,160,200,4,"s",NA,NA,NA,NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Moderate","Entisols","Psamments","Udipsamments","not used","not used","not used","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5.3a",NA,"Glaciolacustrine deposits",NA,"nearshore zones (relict)",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Convex and Linear","LL and VL","Shoulder and Summit","MI005","11596","PlfabB","Plainfield sand, lake plain, 0 to 6 percent slopes","Consociation",NA,"Order 2",86460,"Not prime farmland",0,4.8,NA,866882.482472831,15585.8067774938,0,0,1,0,1,0,0,0,1,0,0
"GRR.GJS.2014.17",2689430,"21323063","Excessively drained",85,"Plainfield","Mixed, mesic Spodic Udipsamments","Spodic Udipsamments",93.8,96.7699987792969,500,80,100,"Taxadjunct","Yes",NA,"lake plain",0,2,6,30,91,91,"Very low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",177,201,229,NA,NA,NA,"nearshore zones (relict) on lake plains",NA,0.159999996423721,NA,6,10,11,770,970,1040,NA,NA,NA,140,160,200,4,"s",NA,NA,NA,NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Moderate","Entisols","Psamments","Udipsamments","not used","not used","not used","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5.3a",NA,"Glaciolacustrine deposits",NA,"nearshore zones (relict)",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Convex and Linear","LL and VL","Shoulder and Summit","MI005","11596","PlfabB","Plainfield sand, lake plain, 0 to 6 percent slopes","Consociation",NA,"Order 2",86460,"Not prime farmland",0,4.8,NA,866850.691997071,15675.3038350199,0,0,1,0,1,0,0,0,1,0,0
"GRR.GJS.2014.18",2689430,"21323063","Excessively drained",85,"Plainfield","Mixed, mesic Spodic Udipsamments","Spodic Udipsamments",93.8,96.7699987792969,500,80,100,"Taxadjunct","Yes",NA,"lake plain",0,2,6,30,91,91,"Very low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",177,201,229,NA,NA,NA,"nearshore zones (relict) on lake plains",NA,0.159999996423721,NA,6,10,11,770,970,1040,NA,NA,NA,140,160,200,4,"s",NA,NA,NA,NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Moderate","Entisols","Psamments","Udipsamments","not used","not used","not used","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5.3a",NA,"Glaciolacustrine deposits",NA,"nearshore zones (relict)",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Convex and Linear","LL and VL","Shoulder and Summit","MI005","11596","PlfabB","Plainfield sand, lake plain, 0 to 6 percent slopes","Consociation",NA,"Order 2",86460,"Not prime farmland",0,4.8,NA,863460.341896489,18822.6731340541,0,0,1,0,1,0,0,0,1,0,0
"GRR.GJS.2014.19",2689430,"21323063","Excessively drained",85,"Plainfield","Mixed, mesic Spodic Udipsamments","Spodic Udipsamments",93.8,96.7699987792969,500,80,100,"Taxadjunct","Yes",NA,"lake plain",0,2,6,30,91,91,"Very low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",177,201,229,NA,NA,NA,"nearshore zones (relict) on lake plains",NA,0.159999996423721,NA,6,10,11,770,970,1040,NA,NA,NA,140,160,200,4,"s",NA,NA,NA,NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Moderate","Entisols","Psamments","Udipsamments","not used","not used","not used","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5.3a",NA,"Glaciolacustrine deposits",NA,"nearshore zones (relict)",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Convex and Linear","LL and VL","Shoulder and Summit","MI005","11596","PlfabB","Plainfield sand, lake plain, 0 to 6 percent slopes","Consociation",NA,"Order 2",86460,"Not prime farmland",0,4.8,NA,863068.327524871,19488.2952680391,0,0,1,0,1,0,0,0,1,0,0
"GRR.GJS.2014.20",2689430,"21323063","Excessively drained",85,"Plainfield","Mixed, mesic Spodic Udipsamments","Spodic Udipsamments",93.8,96.7699987792969,500,80,100,"Taxadjunct","Yes",NA,"lake plain",0,2,6,30,91,91,"Very low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",177,201,229,NA,NA,NA,"nearshore zones (relict) on lake plains",NA,0.159999996423721,NA,6,10,11,770,970,1040,NA,NA,NA,140,160,200,4,"s",NA,NA,NA,NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Moderate","Entisols","Psamments","Udipsamments","not used","not used","not used","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5.3a",NA,"Glaciolacustrine deposits",NA,"nearshore zones (relict)",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Convex and Linear","LL and VL","Shoulder and Summit","MI005","11596","PlfabB","Plainfield sand, lake plain, 0 to 6 percent slopes","Consociation",NA,"Order 2",86460,"Not prime farmland",0,4.8,NA,865838.209462419,16837.0787394042,0,0,1,0,1,0,0,0,1,0,0
"GRR.2011.GJS.13",212486,"21323022","Very poorly drained",90,"Newton","Sandy, mixed, mesic Typic Humaquepts","Typic Humaquepts",95.4000015258789,95.4000015258789,500,85,95,"Series","Yes","UNDRAINED , MAAT<50",NA,0,1,1,30,75,120,"Negligible",5,250,"1",NA,NA,NA,"Wooded under natural conditions","Yes",183,237,290,NA,NA,NA,"outwash plains, outwash plains",NA,0.159999996423721,NA,8,9,10,825,875,925,NA,NA,NA,160,170,180,5,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,NA,NA,NA,"A/D","High","High","Inceptisols","Aquepts","Humaquepts","sandy",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5c",NA,"Outwash",NA,"outwash plains",NA,NA,NA,"Talf","Linear","Linear","LL",NA,"MI005","11596","69","Newton mucky fine sand","Consociation",NA,"Order 2",4004,"Not prime farmland",0,5.05599994659424,NA,858188.78676805,27828.9649381946,1,0,0,0,1,0,0,0,1,0,0
"GRR.GJS.2011.15",2689430,"21323063","Excessively drained",85,"Plainfield","Mixed, mesic Spodic Udipsamments","Spodic Udipsamments",93.8,96.7699987792969,500,80,100,"Taxadjunct","Yes",NA,"lake plain",0,2,6,30,91,91,"Very low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",177,201,229,NA,NA,NA,"nearshore zones (relict) on lake plains",NA,0.159999996423721,NA,6,10,11,770,970,1040,NA,NA,NA,140,160,200,4,"s",NA,NA,NA,NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Moderate","Entisols","Psamments","Udipsamments","not used","not used","not used","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5.3a",NA,"Glaciolacustrine deposits",NA,"nearshore zones (relict)",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Convex and Linear","LL and VL","Shoulder and Summit","MI005","11596","PlfabB","Plainfield sand, lake plain, 0 to 6 percent slopes","Consociation",NA,"Order 2",86460,"Not prime farmland",0,4.8,NA,853905.964029728,27479.9270951898,0,0,1,0,1,0,0,0,1,0,0
"GRR.GJS.2016.45",212452,"21322942","Poorly drained",87,"Colwood","Fine-loamy, mixed, mesic Typic Haplaquolls","Typic Haplaquolls",27.2799995422363,30.64799949646,500,85,90,"Series","Yes","DRAINED,MAAT<50",NA,0,1,2,30,75,120,"Medium",5,56,"4L",NA,NA,NA,"Wooded under natural conditions","Yes",183,320,457,NA,NA,NA,"outwash plains",NA,0.159999996423721,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,2,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,NA,NA,NA,"C/D","Low","High","Mollisols","Aquolls","Haplaquolls","fine-loamy",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5c-s",NA,"Glaciolacustrine deposits",NA,"outwash plains",NA,NA,NA,"Talf","Linear","Linear","LL",NA,"MI005","11596","30","Colwood silt loam","Consociation",NA,"Order 2",7258,"Prime farmland if drained",0,7,81,842680.926035737,43445.9027328633,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2023.50",212450,"21322935","Somewhat poorly drained",90,"Rimer","Loamy, mixed, mesic Aquic Arenic Hapludalfs","Aquic Arenic Hapludalfs",83.2999969482422,47.1293324788411,500,85,95,"Series","Yes","MAAT<50",NA,0,2,3,30,75,120,"Medium",4,134,"2",NA,NA,NA,NA,"No",180,210,265,NA,NA,NA,"till plains",NA,0.300000011920929,NA,8,9,10,825,875,925,NA,NA,NA,160,170,180,2,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,NA,NA,NA,"C/D","Low","High","Alfisols","Udalfs","Hapludalfs","loamy",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"4/1b",NA,"Glaciofluvial deposits over Till",NA,"till plains",NA,NA,NA,"Rise","Linear","Linear","LL",NA,"MI005","11596","28A","Rimer loamy sand, 0 to 4 percent slopes","Consociation",NA,"Order 2",15930,"Farmland of local importance",0,6.19999980926514,NA,843494.770837719,46569.3412637942,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2023.51",212450,"21322935","Somewhat poorly drained",90,"Rimer","Loamy, mixed, mesic Aquic Arenic Hapludalfs","Aquic Arenic Hapludalfs",83.2999969482422,47.1293324788411,500,85,95,"Series","Yes","MAAT<50",NA,0,2,3,30,75,120,"Medium",4,134,"2",NA,NA,NA,NA,"No",180,210,265,NA,NA,NA,"till plains",NA,0.300000011920929,NA,8,9,10,825,875,925,NA,NA,NA,160,170,180,2,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,NA,NA,NA,"C/D","Low","High","Alfisols","Udalfs","Hapludalfs","loamy",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"4/1b",NA,"Glaciofluvial deposits over Till",NA,"till plains",NA,NA,NA,"Rise","Linear","Linear","LL",NA,"MI005","11596","28A","Rimer loamy sand, 0 to 4 percent slopes","Consociation",NA,"Order 2",15930,"Farmland of local importance",0,6.19999980926514,NA,843577.845974687,46499.3612382766,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2023.52",212450,"21322935","Somewhat poorly drained",90,"Rimer","Loamy, mixed, mesic Aquic Arenic Hapludalfs","Aquic Arenic Hapludalfs",83.2999969482422,47.1293324788411,500,85,95,"Series","Yes","MAAT<50",NA,0,2,3,30,75,120,"Medium",4,134,"2",NA,NA,NA,NA,"No",180,210,265,NA,NA,NA,"till plains",NA,0.300000011920929,NA,8,9,10,825,875,925,NA,NA,NA,160,170,180,2,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,NA,NA,NA,"C/D","Low","High","Alfisols","Udalfs","Hapludalfs","loamy",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"4/1b",NA,"Glaciofluvial deposits over Till",NA,"till plains",NA,NA,NA,"Rise","Linear","Linear","LL",NA,"MI005","11596","28A","Rimer loamy sand, 0 to 4 percent slopes","Consociation",NA,"Order 2",15930,"Farmland of local importance",0,6.19999980926514,NA,843693.421341837,46392.3549080653,0,1,0,0,1,0,0,0,0,0,1
